"Company","count"
"TEXAS HIGHER EDUCATION COORDINATING BOARD",43
"Fleet Financial, Inc.",17
"Echelon Financial, Inc.",19
"Retail Merchants Associates",39
"Nationwide Credit Corporation",91
"South Mississippi Collection Services Inc.",8
"HIGHLAND FINANCIAL SERVICES (Closed)",44
"YAMAHA MOTOR FINANCE CORPORATION USA",26
"Eltman Law, P.C.",78
"Gurstel Law Firm, P.C.",130
"North Dakota Housing Finance Agency",2
"Zenith Financial Network Inc",66
"STATE STREET BANK AND TRUST COMPANY",22
"Garcadia Financial LLC",40
"ABSOLUTE FINANCIAL SERVICES, INC",1
"COLLECTIONS USA, INC.",32
"SIMMONS FIRST NATIONAL CORPORATION",29
"Cedars Business Services, LLC",141
"Evergreen Acquistions, LLC",6
"JL Management LLC dba Advance Finance & Tax Service",3
"Troy Capital, LLC",17
"LendingPoint Holdings LLC",61
"National Budget Planners of South Florida, Inc",19
"Astra Business Services",25
"Key Management Company of Missouri, LLC.",9
"College Loan Corporation",23
"Time Investment Corporation",6
"Goldman, Imani & Goldberg, Inc",1
"Credit Counsel, Inc.",36
"S & S Recovery, Inc.",12
"Lincoln Educational Services Corporation",47
"CFS2 Inc.",9
"Allied Credit Consultants",7
"J.A. Cambece Law Office, P.C.",34
"Debt Relief Center",17
"Kohn Law Firm S.C.",79
"Sequium Asset Solutions, LLC",265
"WESTERN ALLIANCE BANCORPORATION",15
"FRIC HOLDING CORPORATION",13
"Endpoint Resolution Services (ERS)",19
"Asset Recovery Group, Inc.",34
"Rauch-Milliken International, Inc.",46
"LEVEL 4 FUNDING LLC",3
"ORO OC, LLC",10
"BOEING EMPLOYEES CREDIT UNION",179
"Autovest, L.L.C.",35
"INTEGRITY FIRST FINANCIAL GROUP",7
"Improved Data Services LLC",11
"Greystone Alliance LLC",28
"Metro Area Collection Service, Inc.",6
"Optima Recovery Services LLC.",35
"American Collection Services, Inc. (OK, TX)",38
"TRINITY HOPE ASSOCIATES",25
"Credit Bureau of Lancaster County, Inc.",52
"Cimmaron Escrow Inc.",5
"K A P S & CO (USA) LLC",3
"PAY-O-MATIC",10
"Set Financial Corporation",10
"Genuine Debt Solutions, LLC.",26
"Northwest Collectors Inc.",55
"GREAT WESTERN BANCORP, INC.",47
"First Capital Recovery Inc.",9
"Fidelity Properties Inc.",36
"MTAG Services, LLC",2
"CITIZENS FIRST WHOLESALES MORTGAGE",8
"HIGHTECHLENDING INC",4
"Ragan & Ragan, PC",20
"READY MORTGAGE LENDERS LLC",4
"Oklahoma Motor Credit Company",5
"Debt Management Incorporated",48
"United Check Recovery, LLC",13
"Special Financing Company, LLC",29
"Bristlecone, Inc.",24
"Auto Properties II, LLC",11
"CHS, Inc.",29
"Fenton & McGarvey Law Firm, P.S.C.",65
"Credit Adjustments Inc",100
"UNITED SECURITY FINANCIAL",35
"Data-Central, LLC",24
"AR Solutions Inc",10
"First Financial Resources, Inc.",41
"Lennar Financial Services, LLC",9
"Kentucky Higher Education Assistance Authority",55
"Revenue Enterprises, LLC",47
"Moody, Jones & Ingino, P.A",5
"Davis and Goldmark, Inc.",7
"Essential Lending Inc",10
"Association Financial Services, LLC",4
"ZINC Financial, Inc.,",9
"PARAMOUNT RESIDENTIAL MORTGAGE GROUP",73
"Five Lakes Agency",13
"Midwestern Health Management INC",36
"Richard Sokoloff, Attorney At Law",37
"Holst & Boettcher, LLP",4
"J Northland Group",8
"Focused Recovery Solutions, Inc.",88
"Legal Recovery Law Offices, Inc",48
"Credit Bureau Financial Services, Inc.",10
"Cohn, Goldberg & Deutsch, LLC",12
"RAS LaVrar, LLC",27
"Residential Finance Corporation (Closed)",10
"BOC LLC",29
"Credit Bureau Central, Inc (NV)",24
"MORTGAGE COUNSELING CENTER",4
"IMPAC MORTGAGE HOLDINGS, INC.",121
"ClearOne Advantage, LLC",33
"National Credit Services, Inc.",76
"Collection Services, Inc.",26
"ABR Recovery Services LLC.",58
"ACQ Holdings, LLC.",10
"Advantage Collection Professionals, Inc.",17
"Love, Beal & Nixon, P.C.",75
"All American Check Cashing, Inc.",15
"Newman, Hesse & Associates, P. A.",7
"Kirkland Asset Management LLC",53
"Torres Credit Services, Inc.",62
"Machol & Johannes, LLC",187
"MIDCOUNTRY FINANCIAL CORP",174
"PIONEER CREDIT COMPANY, INC.",38
"Kevin B. Wilson Law Offices",13
"Devon Financial Services, Inc.",4
"E. A. Uffman & Associates, Inc",34
"Envoy Mortgage Ltd.",58
"C&F MORTGAGE CORPORATION",22
"TOWNE MORTGAGE COMPANY",42
"Accounts Research, Inc.",17
"OLD NATIONAL BANK",119
"Alliance Group & Associates LLC",22
"OKLAHOMA STUDENT LOAN AUTHORITY",46
"Statewide Credit Services Corp.",19
"Glass Mountain Capital, LLC",82
"Premium Credit Bureau",33
"Erin Capital Management, LLC",14
"AMERICAN INTERNET MORTGAGE",79
"Union Adjustment Company, Inc.",35
"Automatic Data Processing, Inc.",77
"Community Health Investment Company, LLC.",132
"THIRD FEDERAL SAVINGS & LOAN ASSOCIATION OF CLEVELAND",194
"Recovery One, LLC",82
"Earnest Inc.",53
"MoneyLion Inc.",345
"Western Portfolio Assets",32
"Charlottesville Bureau of Credits, Inc",45
"Pro Com Services of Illinois, Inc.",24
"NCS, Inc",30
"Medical-Dental-Hospital Bureau of San Antonio",57
"Informative Research",51
"EQUITY LOANS LLC",18
"Collection Service of Nevada",30
"Seattle Service Bureau, Inc",120
"Check Fraud Services",8
"Maximum Title Loans, LLC",24
"BOGMAN, INC",47
"Data Search NY, Inc.",22
"Keyhole Financial Services",1
"Winklevoss Exchange LLC",23
"SKO Brenner American, Inc.",69
"Midstate Collection Solutions, Inc.",38
"Fairway Capital Recovery, LLC",27
"Consumer Credit Counseling Service of the Midwest, Inc.",5
"Clay Chapman Iwamura Pulice & Nervell",21
"Law Offices Howard Lee Schiff, P.C.",69
"Valarity, LLC",49
"Scott Lowery Law Office, P.C.",33
"VeriCore, LLC",15
"Jacob Law Group, PLLC",46
"Vouch Financial Inc.",3
"Law Office of Joe Pezzuto, LLC",27
"AR Resources, Inc. (FL)",65
"INCOMM HOLDINGS INC.",142
"Nationwide Arbitration Services LLC",28
"SELLING SOURCE, LLC",14
"Circleback Lending, Inc.(Closed)",13
"MCLEAN MORTGAGE CORPORATION",9
"JP RECOVERY SERVICES, INC.",62
"Hammerman & Hultgren, P.C.",12
"Global Resolution Group, LLC",16
"Meridian Financial Solutions Inc",15
"Estate Information Services, LLC",32
"Como Law Firm P.A.",15
"Allied International Credit Corp., (US)",118
"Health Services Asset Management, LLC.",25
"eMoneyUSA Holdings, LLC",27
"Keystone Equipment Finance Corp.",4
"SOUTH STATE BANK",43
"CDI Affiliated Services, Inc.",19
"CSTONE MORTGAGE, INC.",4
"Integrity Asset Partners, Ltd.",10
"USA Credit Solutions, Inc",1
"Certified Collectors, Inc.",15
"Pohler and Associates, LLC",4
"Community Cash Management Corp.",15
"McCalla Raymer Leibert Pierce, LLC",103
"Tulsa Adjustment Bureau",55
"Creditors Collection Service",71
"Revenue Cycle Management",4
"ASPIRE FINANCIAL INC.",20
"Hood & Stacy, P.A.",10
"New Century Financial Services, Inc.",80
"Udren Law Offices, P.C.",18
"Affiliated Collection Services, LLC",11
"The Law Offices of Mitchell D. Bluhm & Associates",202
"Collection Bureau of Kansas, Inc.",15
"Select Resource Group",11
"Rickart Collection Systems, Inc.",24
"Professional Claims Bureau, Inc.",45
"Works & Lentz of Tulsa, Inc.",54
"UBER TECHNOLOGIES INC",94
"Farrell Holdings, LLC",31
"Unified Global Group",31
"Express Collections, Inc.",16
"Suttell, Hammer & White, P.S",109
"HOMESTAR FINANCIAL CORPORATION",21
"LAND HOME FINANCIAL SERVICES",74
"Veem  Inc.",2
"MS SERVICES LLC",28
"Seashine Financial, LLC",2
"Motolease, LLC",26
"BANKUNITED, NATIONAL ASSOCIATION",265
"Worldwide Recovery LLC",15
"Select Financial Services, Inc.",21
"Acceptance Solutions Group, INC",69
"On-Site Manager, Inc.",125
"Med-1 Solutions, LLC",100
"BANK OZK",50
"Cornerstone Holdings, Inc.",28
"Contemporary Recovery Solutions Inc.",5
"Central Kentucky Management Services, Inc",4
"GRANITE STATE MANAGEMENT & RESOURCES",120
"AC Autopay, LLC",46
"WESTSTAR MORTGAGE CORPORATION",31
"Credit Associates, Inc. (MO)",12
"ALEXANDER-ROSE ASSOC, INC.",28
"Podium Mortgage Capital LLC",26
"GEORGE MASON MORTGAGE, LLC",16
"Veripro Solutions Inc.",44
"HARLEY DAVIDSON FINANCIAL SERVICES INC.",232
"COLLECTION SERVICES OF ATHENS, INC.",98
"COOLEY ENTERPRISES INC",42
"RMK Financial Corp",15
"Nelson Cruz & Associates LLC",65
"CCB Credit Serivces, Inc",62
"Hewitt-Capital",49
"C & M Associates Group, Inc.",28
"CW Financial",13
"MAS Financial Services, Inc.",28
"Southwest Business Corporation",68
"Williams, Rush & Associates, LLC",66
"DebtWave Credit Counseling, Inc.",1
"SOUTHERN FUNDING ALLIANCE USA",1
"Mitchell Rubenstein & Associates, P.C.",30
"Kings Credit Services",89
"Check City Partnership, LLC",29
"Armor Systems Corporation",49
"Borenstein & Associates, LLC",19
"Rent Recover, LLC",149
"Student Loan Debt Agency",12
"Mary Jane M. Elliott, P.C. Attorneys At Law",36
"ACCELERATED COLLECTION SERVICE, INC",12
"Credit & Collection Recovery Services, Inc.",8
"J.S Resolution Group, Inc.",50
"Strategic Financial Solutions, LLC",5
"Glasser and Glasser, PLC",89
"CREDIT CONCEPTS, INC.",17
"Smith, Rouchon & Associates, Inc.",80
"Main Street Personal Finance",45
"Phelan Hallinan & Diamond, PC",103
"BYL Collection Services",183
"WYNDHAM CAPITAL MORTGAGE, INC.",30
"MEI AUTO FINANCE INC",18
"Kingston Mediation Services",5
"Southern Financial Systems, Inc.",20
"reekside Recovery And Capital Management",24
"First Home Equity Loans,LLC",1
"Commercial Trade, Inc.",50
"Summit Account & Computer Service, Inc.",3
"National Bond And Collection Associates, Inc.",16
"Trinity Financial Services, LLC",68
"Zarzaur and Schwartz, PC",12
"Credit Management Systems",2
"CAC Financial Corp",109
"MAJR Financial Corp",18
"SIMM Associates, Inc.",250
"APEX Asset Management, LLC",88
"ATLANTIC BAY MORTGAGE GROUP LLC",35
"Auto Advantage Finance, LLC",10
"Mark A. Kirkorsky, PC",22
"Accounts Receivable Services",9
"Lazarus Financial Group, Inc.(Closed)",48
"Financial Management Solutions",101
"Law Firm of Karl Frankovitch",11
"First Direct Lending, LLC",30
"Allied Servicing Corporation",9
"Mar Joe Enterprises",54
"TimeMark Solutions, Inc",13
"Medical Financial Services, Inc.",27
"Io, Inc.",217
"Regional Acquisition Group, Inc.",38
"AAA Auto Title Loans, LLC",28
"Williams, Alexander & Associates, Inc",35
"Wakpamni Lake Community Corporation",29
"Clear Debt Solutions, LLC",110
"Persolve, LLC - Legal - Series 2",65
"PMGI, LLC",5
"Nevada Credico, Inc.",96
"Gragil Associates, Inc.",36
"ADP, LLC",23
"Solutions To Portfolios, LLC",47
"Cornerstone Home Lending Inc.",85
"Trans-Fast Remittance LLC",42
"Total Customer Service, Inc.",22
"Carolina Finance, LLC",24
"PDQ Check Exchange LC",2
"Dyck-O'Neal, Inc.",184
"Carpenter, Hazlewood, Delgado & Bolen, PLC",7
"McCarthy & Holthus, LLP",18
"Apothaker & Associates, PC",33
"Jacobs, Marsh LLC",18
"Blueshore Recovery",19
"Admin Recovery, LLC",126
"Global Recovery Solutions",15
"Allied Account Services, Inc.",26
"OVM FINANCIAL, INC",4
"Creditech, Inc.",7
"Red Cedar Services, Inc",61
"GATEWAY FIRST BANK",103
"Patenaude & Felix APC",193
"Element Global Services",45
"KONDAUR CAPITAL CORPORATION",94
"BROKER SOLUTIONS, INC.",191
"CAPITOL TITLE INSURANCE AGENCY, INC.",1
"Prince Parker & Associates",98
"Second Alliance, Inc.",13
"USCB, INC.",174
"IBERIABANK",240
"Collins & Hilton Asset Group, LLC",85
"The Law Offices of Kenosian & Miele, LLP",22
"HARBORONE MORTGAGE, LLC",15
"Chaplain Financial Services LLC",51
"UNITED AUTO ACCEPTANCE",24
"American Profit Recovery, Inc",56
"Routhmeir Sterling Inc.",4
"FIRST CASH FINANCIAL SERVICES, INC.",9
"Ovation Financial Services, LLC",6
"Benuck & Rainey, Inc.",37
"Worldwide Processing Group, LLC",160
"Featured Mediation, LLC",16
"Hauge Associates, Inc.",42
"Collection Bureau of the Hudson Valley, Inc.",169
"Collection Resources, Inc.",25
"One Source Technology",37
"Capital Recovery Corporation",10
"Eaton Group Attorneys LLC",32
"Guidiville Indian Rancheria",73
"MarkOne Holdings, LLC",34
"HONOR FINANCE, LLC",64
"AMERICAN FINANCIAL NETWORK INC.",64
"Credit Management Control, Inc.",98
"Commercial Recovery Systems",204
"Consumer Real Estate Finance Co.",18
"SAMUEL I WHITE PC",6
"Global Trust Management LLC",63
"ROC Asset Solutions, LLC",104
"Equinox Financial Management Solutions, Inc.",31
"WATERMARK CAPITAL, INC.",15
"Mortgage.Shop LLC",1
"Account Recovery Services, Inc.",27
"Collection Professionals, Inc. (Macomb, IL)",17
"Gatestone & Co. International Inc.",164
"Account Discovery Systems, LLC",143
"Network Services, Inc",4
"Keystone Credit Collections Inc.",15
"Jvs group",15
"Talbot, Adams, & Moore, Inc.",45
"EMG ACQUISITION GROUP, LLC",18
"Law Offices of Palmer, Reifler & Associates, P.A.",18
"NCP FINANCE",35
"Voss & Klein, LLC",34
"Evans Law Associates, P.C.",44
"Transfinancial Companies, Inc",133
"Pilgrim Mortgage LLC",1
"Performance Settlement, LLC",33
"Green Trust Cash, LLC",89
"Accelerated Creditors Services, Inc",17
"North American Asset Services, LLC",56
"Southern Oregon Credit Service, Inc.",48
"Amscot Corporation",56
"Credit Lending Services Inc.",4
"State Home Mortgage",72
"Collection Center Inc",17
"MacDowell & Associates, Ltd.",47
"Skagit Bonded Collectors, LLC",33
"Reimer, Arnovitz, Chernek &Jeffrey Co., LPA",23
"BWW Law Group, LLC",83
"Mid-America Accounts Control Bureau, Inc.",36
"Advanced Collection Bureau, Inc.",150
"American Student Assistance",90
"Cash Express, LLC",62
"Consumer Financial Debt Services, LLC",17
"Credit Regulating Services, Inc.",4
"Falls Collection Service Inc.",34
"JPL Recovery Solutions",64
"World Credit Recovery, LLC",2
"TAYLOR MORRISON HOME FUNDING",17
"Applied Data Finance, LLC",38
"Goodman Frost, PLLC",7
"Forster & Garbus LLP",178
"Apelles, LLC",48
"Fresno Credit Bureau",79
"Bliksum, LLC",370
"National Recoveries, Inc.",130
"First Premier Financial, Inc.",12
"Valentine and Kebartas, Inc.",142
"Andreu, Palma & Andreu, PL",42
"Rhode Island Housing and Mortgage Finance Corporation",12
"MicroBilt / PRBC (formerly CL Verify)",77
"The CFM Group",16
"PLAZA HOME MORTGAGE, INC.",157
"WESTERN MASS CREDIT CORP.",3
"Saints Recovery Group, Inc.",5
"Argon Credit",77
"Creditors Bureau Associates",68
"MORTGAGE LENDERS OF AMERICA",33
"Association Capital Resources, LLC",12
"Frost-Arnett Company",153
"Optio Solutions, LLC",94
"Arcadia Holdings, LLC",84
"Hosto & Buchan, PLLC",17
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",366
"Kinum, Inc.",60
"Mendelson Law Firm",26
"Orions Management Group, LLC",51
"TransferWise Ltd",53
"EZCORP, INC.",176
"RIA FINANCIAL",128
"Cheadle Law Firm",7
"Gold Star Finance, Inc.",31
"Aldridge Pite Haan, LLP",51
"SCOTT FETZER FINANCIAL GROUP INC",75
"New Hampshire Northeast Credit Services, Inc.",17
"Hameroff Law Group, P.C.",26
"Certegy Holdings, LLC",100
"Richard A. Abrams, Attorney at Law",1
"Westwood Legal",16
"Jonathan Neil & Associates, Inc",26
"GENERATION MORTGAGE COMPANY",61
"Signature Bank (NY)",24
"1st Franklin Financial Corporation",126
"Capital Alliance Financial, LLC",29
"ALLIANT CREDIT UNION",63
"United PanAm Financial Corp.",197
"Carter-Young, Inc.",214
"Aspen Yo LLC",101
"GreenPath, Inc.",11
"Transcontinental Credit & Collection Corp",33
"Darnel Quick Recovery, Inc.",22
"Phillips, Reinhard & Associates",23
"ResidentCollect, Inc.",225
"RFNA, LP",195
"Maury Cobb, Attorney at Law, LLC",109
"Home Mortgage Alliance Corp. (HMAC)",8
"NAM National Arbitration and Mediation",76
"Cross Country Financial Corporation",1
"Collection Management Company",95
"ARM WNY LLC",132
"Hampton & Hampton Collections LLC",6
"Kirschenbaum & Phillips P.C",75
"VEROS CREDIT, LLC.",62
"Aldridge Pite, LLP",103
"Capstone Credit & Collection, LLC.",83
"Collections Inc",13
"CarMax, Inc.",298
"Critical Resolution Mediation LLC",93
"Access Financial LLC",14
"Nations Recovery Center",140
"Merchants Credit Assoc. Inc SC",15
"STONEGATE MORTGAGE CORPORATION",156
"Professional Solutions Collection Agency, LLC",3
"HOMESTEAD FUNDING CORPORATION",10
"FROST BANK",99
"Avadyne Health Holdings, Inc",113
"Aspen National Financial, Inc.",88
"Alliant Capital Management LLC",167
"Premier Portfolio Group",66
"Consumer Collection Management. Inc",101
"Healthcare Receivables Group, Inc.",45
"Robert W. Warner & Associates, P.C.",5
"MOUNT OLYMPUS MORTGAGE COMPANY",3
"Regional Collection Services, Inc.",7
"AmeriFirst Financial Corporation",25
"Media Collections, Inc",135
"CONTRACT CALLERS INC",377
"Edward F Bukaty III",3
"Financial Recoveries, Inc.",7
"WASHINGTON FEDERAL, NATIONAL ASSOCIATION",153
"Pathfinder Credit Services",25
"Credito Real USA Finance, LLC",48
"UNIVERSAL ACCEPTANCE CORPORATION (NE)",129
"WALDEN ASSET MANAGEMENT LLC (Closed)",5
"Ballybunion Enterprises, Inc",86
"Accredited Collection Service, Inc.",17
"Valer Enterprises, Inc",2
"Richland Bureau of Credits Medical Service Bureau Inc.",18
"Security National Mortgage",54
"Plastyc, Inc.",6
"Midwest Service Bureau, Inc.",29
"Turning Point Solutions LLC",155
"APPLE FINANCIAL HOLDINGS, INC.",91
"Law Offices of Les Zieve",28
"BAY EQUITY LLC",18
"Ladera Lending, Inc",8
"Receivable Management Group, Inc. (GA)",106
"Meade & Associates, Inc.",156
"National Check Resolution Inc.",55
"FIRST MORTGAGE COMPANY",20
"LAMONT HANLEY & ASSOCIATES INC",55
"Medical Society Business Services, Inc.",137
"CITYWIDE HOME LOANS A UTAH CORPORATION",18
"The Law Offices of Frederic I. Weinberg & Associates, P.C.",7
"Terrill Outsourcing Group",56
"OLIPHANT FINANCIAL, LLC",57
"ACCESS GROUP INC.",121
"Student Loan Processing Direct, INC",29
"Helvey & Associates",147
"Payward Ventures Inc. dba Kraken",29
"Mutual Financial Partners",37
"FirstPoint Collection Resources",228
"GCFS, Inc.",32
"Innovative Funding Services, L.L.C.",9
"WESTERN CONTROL SERVICES, INC.",32
"GLOBAL CLIENT SOLUTIONS, LLC",162
"American First Finance, Inc.",127
"BC SERVICES, INC.",126
"Global Home Finance Inc",1
"HireRight Solutions, Inc.",128
"Adler Wallach & Associates, Inc.",374
"Marauder Corporation",45
"Law Offices of Robert J. Colclough, III",67
"PDQ Services, Inc.",85
"Merchants and Professional Bureau, Inc.",139
"Professional Recovery Consultants, Inc.",37
"Eagle Accounts Group, Inc.",95
"Quality Acceptance llc",59
"International Computer Systems, Inc.",98
"Columbia Collection Service, Inc.",59
"1st Capital Finance of South Carolina, Inc.",3
"UNITED GUARANTY CORPORATION",59
"Roycroft Management",52
"Sher & Shabsin PC",3
"American Accounts & Advisers Inc.",94
"Checkr, Inc",220
"Rhojo Enterprises, LLC",25
"NATIONS LENDING CORPORATION",43
"North Georgia Regional Collection Agency, Inc.",7
"Niagara Portfolio Solutions LLC",34
"Alpha Recovery Corp",182
"Diversified Recovery Services Inc.",33
"Professional Collection Company",11
"Concord Resolution Inc (Closed)",125
"Universal Recovery Corporation",72
"Consolidated Information Services",18
"Gross Polowy LLC",14
"ARAKI-REGAN & ASSOCIATES LLC",4
"CRA Collections, Inc",30
"Crosstown Law, LLC",17
"Emmett L. Goodman, Jr., LLC",14
"Financial Data Systems",125
"Lockhart, Morris & Montgomery Inc.",70
"Wexford & James LLC",5
"ACADEMY MORTGAGE CORPORATION",89
"Southern Management Systems Inc.",221
"Sokaogon Finance, Inc.",26
"Credit Bureau of Bessemer, Inc",22
"Healthcare Collections-I, LLC",111
"United Recovery Solutions",37
"LendKey Technologies, Inc.",46
"Rossman & Co & PCB",31
"VIRGINIA HOUSING DEVELOPMENT AUTHORITY",45
"MNE Services, Inc",299
"Thomas & Thomas Attorneys and Counselors at Law, LLC",6
"The Law Offices of Barry J. Gammons, PLLC",5
"Greene & Cooper Collections LLC",39
"Western-Shamrock Corporation",122
"Illinois Collection Service, Inc.",39
"American Credit Acceptance, LLC",436
"WEICHERT FINANCIAL SERVICES",44
"Absolute Recovery Services, LLC",18
"Trinity Enterprises Partners, LLC",1
"Windham Professionals, Inc.",273
"Allied Collection Services, Inc. (Nevada)",350
"BROCK & SCOTT, PLLC",113
"Kross, Lieberman & Stone, Inc.",65
"BAM Financial, LLC",45
"WEBSTER BANK, NATIONAL ASSOCIATION",533
"4M Collections, LLC",20
"Collection Bureau Services, Inc.",42
"Royalty Management Corporation",1
"National Account Systems of Omaha, LLC",20
"Mullooly Jeffrey Rooney & Flynn",45
"REVERSE MORTGAGE INVESTMENT TR",54
"Hirshberg Acceptance Corporation",12
"USI Solutions Inc.",85
"GRYPHON CORP.",129
"ACIMA CREDIT, LLC",126
"Zeller & Associates, LLC",12
"Diverse Funding Associates LLC",53
"Accurate Background",86
"Credit Financial Services, lnc",21
"Peter Roberts & Associates, Inc.",53
"First Recovery Solutions, Inc.",54
"Professional Adjustment Bureau of Mid-America, Inc.",8
"DCQ LLC",22
"AMERICASH",15
"LPSG",17
"Action Revenue Recovery, LLC",33
"Automobile Acceptance Corporation",55
"Richland Holdings, Inc.",36
"EMBRACE HOME LOANS",123
"Remex, Inc.",88
"Fein, Such, Kahn & Shepard, P.C.",94
"College Assist",30
"UNITED ACCEPTANCE INC",42
"Island Title Services, Inc.",2
"National Integrity LLC",2
"PACIFIC WESTERN BANK",21
"MiraMed Revenue Group LLC",87
"Lazega & Johanson LLC",49
"Student Loan Finance Corporation",58
"Bay Area Receivables, Inc.",23
"Accounts Receivable Management, Inc (NJ) (Closed)",78
"Account Resolution Corporation",87
"Protas, Spivok & Collins, LLC",29
"AMERIS BANCORP",25
"Law Offices of Robert A. Schuerger Co., LPA",22
"COMMERCE BANK",408
"BBVA FINANCIAL CORPORATION",3330
"Century Credit & Collections, LLC",17
"FIRST GUARANTY MORTGAGE CORP",54
"Premier Student Loan Center",135
"Lien Enforcement Inc",46
"Strategic Alliances, Inc.",245
"CORNERSTONE RESOLUTION GROUP, INC.",17
"ASG Solutions LLC",15
"Delta Outsource Group, Inc.",28
"Professional Placement Services, LLC",75
"Sunset Management, Inc",34
"N.A.R., Inc.",154
"ARC Management Group, LLC",76
"Professional Services of NY, Ltd.",1
"COAST PROFESSIONAL INC",237
"RSH & Associates, LLC",49
"Alavi Law, PLLC",1
"American Acceptance Co., LLC",14
"United Collection Service Inc (Closed)",12
"Sessoms & Rogers, P.A.",50
"Sure Recovery Service LLC",2
"Blatt, Hasenmiller, Leibsker & Moore, LLC",104
"Simon’s Agency, Inc",208
"(Former)Shapiro, Swertfeger & Hasty, LLP",11
"CFS ACCEPTANCE",6
"Marlette Funding, LLC",96
"AmeriCash Holding LLC",86
"Michael Harrison, Attorney at Law",42
"BANCORPSOUTH BANK",169
"Moiharwin Diverisfied Corporation",5
"HOMEBRIDGE FINANCIAL SERVICES, INC.",219
"Thomas, King & Associates",25
"FIRST HAWAIIAN, INC.",116
"ZENCO COLLECTION, LLC",71
"ASTA FUNDING INC.",158
"2288984 Ontario Inc.",97
"MERCHANTS ADJUSTMENT SERVICE, INC.",70
"Home Servicing LLC",32
"IOWA STUDENT LOAN LIQUIDITY CORPORATION",93
"Servatus Corporation",58
"Consumer Financial Services",47
"Global Payments Check Services, Inc.",80
"Newman & Marquez, P.A.",4
"Progressive Financial Services, Inc.",220
"Harmon Law Offices, P.C.",26
"FACTUAL DATA CORP.",244
"Braviant Holdings, LLC",67
"DEBT 0, INC",6
"United Debt Holdings, LLC",87
"Dream Center Education Holdings",105
"Mid-Atlantic Finance Co., Inc.",86
"FIRSTBANK",135
"McKenzie Paul & Associates",12
"CBC Credit Services, Inc.",14
"Acquired Assets, Ltd.",24
"Shermeta Law Group, PLLC",64
"Universal Fidelity LP",56
"Receivables Management Corporation of America",9
"SUN LOAN COMPANY INC.",139
"REISENFELD & ASSOCIATES LPA, LLC",2
"Receivable Solutions, Inc.",123
"Professional Debt Mediation, Inc.",466
"CIR, Law Offices",44
"Dealer Funding, LLC",23
"DCN Holdings Inc.",53
"D. SCOTT CARRUTHERS",153
"First Federal Credit Control",396
"Account Management Resources",61
"Reliable Credit Association, Inc.",39
"USA DISCOUNTERS LTD",44
"STERLING INFOSYSTEMS INC",211
"Payoff, Inc.",15
"PCS Receivables Corp.",19
"OPTIMUM OUTCOMES, INC.",542
"Crow Creek Sioux Tribe",61
"STONELEIGH RECOVERY ASSOCIATES, LLC",148
"Constar Financial Services, LLC",54
"Guglielmo and Associates",44
"UNITED MORTGAGE CORP",12
"GMA Investments, LLC",148
"WHEELS FINANCIAL GROUP, LLC.",209
"Credit Bureau of Traverse City, Inc.(Closed)",3
"Premier Recovery Group",196
"Ideal Collection Services, Inc.",108
"Atlantic Recovery Solutions LLC",122
"Kivell, Rayment and Francis, P.C.",3
"E MORTGAGE MANAGEMENT, LLC",12
"Manhattan Beach Venture, LLC",76
"CROSSCOUNTRY MORTGAGE INC",80
"HANNA HOLDINGS INC",7
"RELIANCE FIRST CAPITAL LLC",31
"CITYWORTH MORTGAGE LLC",29
"American Lending Solutions, LLC",6
"Olde City Financial Inc.",6
"Lustig, Glaser & Wilson, P.C.",86
"Merrick, Costello & Walsh, LLC.",5
"Financial Credit Network Inc",176
"AR Audit Services, Inc",9
"IMC Capital, LLC",46
"YALE MORTGAGE CORPORATION",21
"Franklin Financial  Corporation",5
"XOOM CORPORATION",109
"Pressler & Pressler, LLP",530
"REPUBLIC MORTGAGE HOME LOANS, LLC",12
"LoanHero, Inc",16
"Unlimited Progress Corp",87
"Tri-State Adjustments, Inc.",49
"DriveTime",384
"FMA Alliance, Ltd.",95
"United Collection Bureau, Inc.",383
"Searay Portfolio Management",21
"ASSOCIATED BANK, NATIONAL ASSOCIATION",365
"Suburban Credit Corporation",117
"Holloway Credit Solutions",109
"CONGRESS COLLECTION CORP",46
"Frederick J. Hanna & Associates, P.C. (closed)",221
"Northwood Asset Management Group",42
"LHR Inc.",56
"SOUND MORTGAGE, INC.",3
"MRS BPO, LLC",511
"Ameritech Financial",209
"Columbia Recovery Group LLC",70
"Robinson, Reagan and Young PLLC",47
"New Era Asset Management, LLC",24
"Berlin-Wheeler, Inc. (Kansas)",73
"Mortgage Research Center, LLC",96
"Fulton Friedman & Gullace LLP",39
"Continental Credit Control",87
"Student Assist Plus LLC",19
"David Deep Law Offices",2
"GLA Collection Company, Inc.",355
"Commonwealth Health Corporation",21
"The Affiliated Group, Inc",65
"Computer Credit, Inc.",54
"FIRST NIAGARA FINANCIAL GROUP, INC.",505
"RMB, Inc.",47
"Consumer Adjustment Company Incorporated",71
"FINANCIAL ASSET MANAGEMENT SYSTEMS INC",172
"AMERICA'S CAR-MART, INC.",49
"STERLING BANCORP",95
"Tebo Financial Services, Inc.",18
"Greentree & Associates",28
"GUARANTEED RATE INC.",185
"K2 Lending, Inc.",1
"Integrity Solution Services, Inc.",166
"National Principal Group, LLC",145
"Deutsche Bank",87
